L409,11/23/22,-2151
L409,11/24/22,-8755
L409,11/25/22,-4022
L409,11/26/22,2285
L409,11/27/22,-1209
L409,11/28/22,-5432
L409,11/29/22,6520
L409,11/30/22,-4984
L409,12/01/22,-1878
L409,12/02/22,-2096
L409,12/03/22,-8120
L409,12/04/22,-7686
L409,12/05/22,-7141
L409,12/06/22,-5514
L409,12/07/22,-5593
L409,12/08/22,7593
L409,12/09/22,8560
L409,12/10/22,-4134
L409,12/11/22,6530
L409,12/12/22,-3447
L409,12/13/22,6057
L409,12/14/22,-2523
L409,12/15/22,-4040
L409,12/16/22,3474
L409,12/17/22,-227
L409,12/18/22,-6661
L409,12/19/22,9474
L409,12/20/22,-4011
L409,12/21/22,1260
L409,12/22/22,-8247
L409,12/23/22,-2151
L409,12/24/22,-8755
L409,12/25/22,-4022
L409,12/26/22,2285
L409,12/27/22,-1209
L409,12/28/22,-5432
L409,12/29/22,6520
L409,12/30/22,-4984
L409,01/01/22,-1878
L409,01/02/22,-2096
L409,01/03/22,-8120
L409,01/04/22,-7686
L409,01/05/22,-7141
L409,01/06/22,-5514
L409,01/07/22,-5593
L409,01/08/22,7593
L409,01/09/22,8560
L409,01/10/22,-4134
L409,01/11/22,6530
L409,01/12/22,-3447
L409,01/13/22,6057
L409,01/14/22,-2523
L409,01/15/22,-4040
L409,01/16/22,3474
L409,01/17/22,-227
L409,01/18/22,-6661
L409,01/19/22,9474
L409,01/20/22,-4011
L409,01/21/22,1260
L409,01/22/22,-8247
L409,01/23/22,-2151
L409,01/24/22,-8755
L409,01/25/22,-4022
L409,01/26/22,2285
L409,01/27/22,-1209
L409,01/28/22,-5432
L409,01/29/22,6520
L409,01/30/22,-4984
,,
N231,11/01/22,9232
N231,11/02/22,6061
N231,11/03/22,5108
N231,11/04/22,9086
N231,11/05/22,-8534
N231,11/06/22,-2961
N231,11/07/22,2661
N231,11/08/22,-7651
N231,11/09/22,-6398
N231,11/10/22,-5988
N231,11/11/22,7025
N231,11/12/22,6429
N231,11/13/22,-6819
N231,11/14/22,729
N231,11/15/22,3797
N231,11/16/22,3030
N231,11/17/22,-7192
N231,11/18/22,-5553
N231,11/19/22,2875
N231,11/20/22,6599
N231,11/21/22,-690
N231,11/22/22,-3730
N231,11/23/22,6818
N231,11/24/22,3261
N231,11/25/22,5339
N231,11/26/22,9373
N231,11/27/22,9937
N231,11/28/22,-6007
N231,11/29/22,7607
N231,11/30/22,-3444
N231,12/01/22,9232
N231,12/02/22,6061
N231,12/03/22,5108
N231,12/04/22,9086
N231,12/05/22,-8534
N231,12/06/22,-2961
N231,12/07/22,2661
N231,12/08/22,-7651
N231,12/09/22,-6398
N231,12/10/22,-5988
N231,12/11/22,7025
N231,12/12/22,6429
N231,12/13/22,-6819
N231,12/14/22,729
N231,12/15/22,3797
N231,12/16/22,3030
N231,12/17/22,-7192
N231,12/18/22,-5553
N231,12/19/22,2875
N231,12/20/22,6599
N231,12/21/22,-690
N231,12/22/22,-3730
N231,12/23/22,6818
N231,12/24/22,3261
N231,12/25/22,5339
N231,12/26/22,9373
N231,12/27/22,9937
N231,12/28/22,-6007
N231,12/29/22,7607
N231,12/30/22,-3444
,,
P865,11/01/22,-2441
P865,11/02/22,9134
P865,11/03/22,7793
P865,11/04/22,7498
P865,11/05/22,-7947
P865,11/06/22,-1927
P865,11/07/22,9722
P865,11/08/22,5683
P865,11/09/22,-4906
P865,11/10/22,-4727
P865,11/11/22,9529
P865,11/12/22,5056
P865,11/13/22,4038
P865,11/14/22,1854
P865,11/15/22,-5699
P865,11/16/22,7353
P865,11/17/22,-5561
P865,11/18/22,-9503
P865,11/19/22,-917
P865,11/20/22,-7573
P865,11/21/22,349
P865,11/22/22,707
P865,11/23/22,2178
P865,11/24/22,-4048
P865,11/25/22,9486
P865,11/26/22,1349
P865,11/27/22,4255
P865,11/28/22,-8417
P865,11/29/22,1208
P865,11/30/22,-2189
,,
Q409,11/01/22,-1878
Q409,11/02/22,-2096
Q409,11/03/22,-8120
Q409,11/04/22,-7686
Q409,11/05/22,-7141
Q409,11/06/22,-5514
Q409,11/07/22,-5593
Q409,11/08/22,7593
Q409,11/09/22,8560
Q409,11/10/22,-4134
Q409,11/11/22,6530
Q409,11/12/22,-3447
Q409,11/13/22,6057
Q409,11/14/22,-2523
Q409,11/15/22,-4040
Q409,11/16/22,3474
Q409,11/17/22,-227
Q409,11/18/22,-6661
Q409,11/19/22,9474
Q409,11/20/22,-4011
Q409,11/21/22,1260
Q409,11/22/22,-8247
Q409,11/23/22,-2151
Q409,11/24/22,-8755
Q409,11/25/22,-4022
Q409,11/26/22,2285
Q409,11/27/22,-1209
Q409,11/28/22,-5432
Q409,11/29/22,6520
Q409,11/30/22,-4984
Q409,12/01/22,-1878
Q409,12/02/22,-2096
Q409,12/03/22,-8120
Q409,12/04/22,-7686
Q409,12/05/22,-7141
Q409,12/06/22,-5514
Q409,12/07/22,-5593
Q409,12/08/22,7593
Q409,12/09/22,8560
Q409,12/10/22,-4134
Q409,12/11/22,6530
Q409,12/12/22,-3447
Q409,12/13/22,6057
Q409,12/14/22,-2523
Q409,12/15/22,-4040
Q409,12/16/22,3474
Q409,12/17/22,-227
Q409,12/18/22,-6661
Q409,12/19/22,9474
Q409,12/20/22,-4011
Q409,12/21/22,1260
Q409,12/22/22,-8247
Q409,12/23/22,-2151
Q409,12/24/22,-8755
Q409,12/25/22,-4022
Q409,12/26/22,2285
Q409,12/27/22,-1209
Q409,12/28/22,-5432
Q409,12/29/22,6520
Q409,12/30/22,-4984
Q409,01/01/22,-1878
Q409,01/02/22,-2096
Q409,01/03/22,-8120
Q409,01/04/22,-7686
Q409,01/05/22,-7141
Q409,01/06/22,-5514
Q409,01/07/22,-5593
Q409,01/08/22,7593
Q409,01/09/22,8560
Q409,01/10/22,-4134
Q409,01/11/22,6530
Q409,01/12/22,-3447
Q409,01/13/22,6057
Q409,01/14/22,-2523
Q409,01/15/22,-4040
Q409,01/16/22,3474
Q409,01/17/22,-227
Q409,01/18/22,-6661
Q409,01/19/22,9474
Q409,01/20/22,-4011
Q409,01/21/22,1260
Q409,01/22/22,-8247
Q409,01/23/22,-2151
Q409,01/24/22,-8755
Q409,01/25/22,-4022
Q409,01/26/22,2285
Q409,01/27/22,-1209
Q409,01/28/22,-5432
Q409,01/29/22,6520
Q409,01/30/22,-4984
,,
R231,11/01/22,9232
R231,11/02/22,6061
R231,11/03/22,5108
R231,11/04/22,9086
R231,11/05/22,-8534
R231,11/06/22,-2961
R231,11/07/22,2661
R231,11/08/22,-7651
R231,11/09/22,-6398
R231,11/10/22,-5988
R231,11/11/22,7025
R231,11/12/22,6429
R231,11/13/22,-6819
R231,11/14/22,729
R231,11/15/22,3797
R231,11/16/22,3030
R231,11/17/22,-7192
R231,11/18/22,-5553
R231,11/19/22,2875
R231,11/20/22,6599
R231,11/21/22,-690
R231,11/22/22,-3730
R231,11/23/22,6818
R231,11/24/22,3261
R231,11/25/22,5339
R231,11/26/22,9373
R231,11/27/22,9937
R231,11/28/22,-6007
R231,11/29/22,7607
R231,11/30/22,-3444
R231,12/01/22,9232
R231,12/02/22,6061
R231,12/03/22,5108
R231,12/04/22,9086
R231,12/05/22,-8534
R231,12/06/22,-2961
R231,12/07/22,2661
R231,12/08/22,-7651
R231,12/09/22,-6398
R231,12/10/22,-5988
R231,12/11/22,7025
R231,12/12/22,6429
R231,12/13/22,-6819
R231,12/14/22,729
R231,12/15/22,3797
R231,12/16/22,3030
R231,12/17/22,-7192
R231,12/18/22,-5553
R231,12/19/22,2875
R231,12/20/22,6599
R231,12/21/22,-690
R231,12/22/22,-3730
R231,12/23/22,6818
R231,12/24/22,3261
R231,12/25/22,5339
R231,12/26/22,9373
R231,12/27/22,9937
R231,12/28/22,-6007
R231,12/29/22,7607
R231,12/30/22,-3444
,,
S865,11/01/22,-2441
S865,11/02/22,9134
S865,11/03/22,7793
S865,11/04/22,7498
S865,11/05/22,-7947
S865,11/06/22,-1927
S865,11/07/22,9722
S865,11/08/22,5683
S865,11/09/22,-4906
S865,11/10/22,-4727
S865,11/11/22,9529
S865,11/12/22,5056
S865,11/13/22,4038
S865,11/14/22,1854
S865,11/15/22,-5699
S865,11/16/22,7353
S865,11/17/22,-5561
S865,11/18/22,-9503
S865,11/19/22,-917
S865,11/20/22,-7573
S865,11/21/22,349
S865,11/22/22,707
S865,11/23/22,2178
S865,11/24/22,-4048
S865,11/25/22,9486
S865,11/26/22,1349
S865,11/27/22,4255
S865,11/28/22,-8417
S865,11/29/22,1208
S865,11/30/22,-2189
,,
T409,11/01/22,-1878
T409,11/02/22,-2096
T409,11/03/22,-8120
T409,11/04/22,-7686
T409,11/05/22,-7141
T409,11/06/22,-5514
T409,11/07/22,-5593
T409,11/08/22,7593
T409,11/09/22,8560
T409,11/10/22,-4134
T409,11/11/22,6530
T409,11/12/22,-3447
T409,11/13/22,6057
T409,11/14/22,-2523
T409,11/15/22,-4040
T409,11/16/22,3474
T409,11/17/22,-227
T409,11/18/22,-6661
T409,11/19/22,9474
T409,11/20/22,-4011
T409,11/21/22,1260
T409,11/22/22,-8247
T409,11/23/22,-2151
T409,11/24/22,-8755
T409,11/25/22,-4022
T409,11/26/22,2285
T409,11/27/22,-1209
T409,11/28/22,-5432
T409,11/29/22,6520
T409,11/30/22,-4984
T409,12/01/22,-1878
T409,12/02/22,-2096
T409,12/03/22,-8120
T409,12/04/22,-7686
T409,12/05/22,-7141
T409,12/06/22,-5514
T409,12/07/22,-5593
T409,12/08/22,7593
T409,12/09/22,8560
T409,12/10/22,-4134
T409,12/11/22,6530
T409,12/12/22,-3447
T409,12/13/22,6057
T409,12/14/22,-2523
T409,12/15/22,-4040
T409,12/16/22,3474
T409,12/17/22,-227
T409,12/18/22,-6661
T409,12/19/22,9474
T409,12/20/22,-4011
T409,12/21/22,1260
T409,12/22/22,-8247
T409,12/23/22,-2151
T409,12/24/22,-8755
T409,12/25/22,-4022
T409,12/26/22,2285
T409,12/27/22,-1209
T409,12/28/22,-5432
T409,12/29/22,6520
T409,12/30/22,-4984
T409,01/01/22,-1878
T409,01/02/22,-2096
T409,01/03/22,-8120
T409,01/04/22,-7686
T409,01/05/22,-7141
T409,01/06/22,-5514
T409,01/07/22,-5593
T409,01/08/22,7593
T409,01/09/22,8560
T409,01/10/22,-4134
T409,01/11/22,6530
T409,01/12/22,-3447
T409,01/13/22,6057
T409,01/14/22,-2523
T409,01/15/22,-4040
T409,01/16/22,3474
T409,01/17/22,-227
T409,01/18/22,-6661
T409,01/19/22,9474
T409,01/20/22,-4011
T409,01/21/22,1260
T409,01/22/22,-8247
T409,01/23/22,-2151
T409,01/24/22,-8755
T409,01/25/22,-4022
T409,01/26/22,2285
T409,01/27/22,-1209
T409,01/28/22,-5432
T409,01/29/22,6520
T409,01/30/22,-4984
,,
U231,11/01/22,9232
U231,11/02/22,6061
U231,11/03/22,5108
U231,11/04/22,9086
U231,11/05/22,-8534
U231,11/06/22,-2961
U231,11/07/22,2661
U231,11/08/22,-7651
U231,11/09/22,-6398
U231,11/10/22,-5988
U231,11/11/22,7025
U231,11/12/22,6429
U231,11/13/22,-6819
U231,11/14/22,729
U231,11/15/22,3797
U231,11/16/22,3030
U231,11/17/22,-7192
U231,11/18/22,-5553
U231,11/19/22,2875
U231,11/20/22,6599
U231,11/21/22,-690
U231,11/22/22,-3730
U231,11/23/22,6818
U231,11/24/22,3261
U231,11/25/22,5339
U231,11/26/22,9373
U231,11/27/22,9937
U231,11/28/22,-6007
U231,11/29/22,7607
U231,11/30/22,-3444
U231,12/01/22,9232
U231,12/02/22,6061
U231,12/03/22,5108
U231,12/04/22,9086
U231,12/05/22,-8534
U231,12/06/22,-2961
U231,12/07/22,2661
U231,12/08/22,-7651
U231,12/09/22,-6398
U231,12/10/22,-5988
U231,12/11/22,7025
U231,12/12/22,6429
U231,12/13/22,-6819
U231,12/14/22,729
U231,12/15/22,3797
U231,12/16/22,3030
U231,12/17/22,-7192
U231,12/18/22,-5553
U231,12/19/22,2875
U231,12/20/22,6599
U231,12/21/22,-690
U231,12/22/22,-3730
U231,12/23/22,6818
U231,12/24/22,3261
U231,12/25/22,5339
U231,12/26/22,9373
U231,12/27/22,9937
U231,12/28/22,-6007
U231,12/29/22,7607
U231,12/30/22,-3444
,,
X865,11/01/22,-2441
X865,11/02/22,9134
X865,11/03/22,7793
X865,11/04/22,7498
X865,11/05/22,-7947
X865,11/06/22,-1927
X865,11/07/22,9722
X865,11/08/22,5683
X865,11/09/22,-4906
X865,11/10/22,-4727
X865,11/11/22,9529
X865,11/12/22,5056
X865,11/13/22,4038
X865,11/14/22,1854
X865,11/15/22,-5699
X865,11/16/22,7353
X865,11/17/22,-5561
X865,11/18/22,-9503
X865,11/19/22,-917
X865,11/20/22,-7573
X865,11/21/22,349
X865,11/22/22,707
X865,11/23/22,2178
X865,11/24/22,-4048
X865,11/25/22,9486
X865,11/26/22,1349
X865,11/27/22,4255
X865,11/28/22,-8417
X865,11/29/22,1208
X865,11/30/22,-2189
,,
Y409,11/01/22,-1878
Y409,11/02/22,-2096
Y409,11/03/22,-8120
Y409,11/04/22,-7686
Y409,11/05/22,-7141
Y409,11/06/22,-5514
Y409,11/07/22,-5593
Y409,11/08/22,7593
Y409,11/09/22,8560
Y409,11/10/22,-4134
Y409,11/11/22,6530
Y409,11/12/22,-3447
Y409,11/13/22,6057
Y409,11/14/22,-2523
Y409,11/15/22,-4040
Y409,11/16/22,3474
Y409,11/17/22,-227
Y409,11/18/22,-6661
Y409,11/19/22,9474
Y409,11/20/22,-4011
Y409,11/21/22,1260
Y409,11/22/22,-8247
Y409,11/23/22,-2151
Y409,11/24/22,-8755
Y409,11/25/22,-4022
Y409,11/26/22,2285
Y409,11/27/22,-1209
Y409,11/28/22,-5432
Y409,11/29/22,6520
Y409,11/30/22,-4984
Y409,12/01/22,-1878
Y409,12/02/22,-2096
Y409,12/03/22,-8120
Y409,12/04/22,-7686
Y409,12/05/22,-7141
Y409,12/06/22,-5514
Y409,12/07/22,-5593
Y409,12/08/22,7593
Y409,12/09/22,8560
Y409,12/10/22,-4134
Y409,12/11/22,6530
Y409,12/12/22,-3447
Y409,12/13/22,6057
Y409,12/14/22,-2523
Y409,12/15/22,-4040
Y409,12/16/22,3474
Y409,12/17/22,-227
Y409,12/18/22,-6661
Y409,12/19/22,9474
Y409,12/20/22,-4011
Y409,12/21/22,1260
Y409,12/22/22,-8247
Y409,12/23/22,-2151
Y409,12/24/22,-8755
Y409,12/25/22,-4022
Y409,12/26/22,2285
Y409,12/27/22,-1209
Y409,12/28/22,-5432
Y409,12/29/22,6520
Y409,12/30/22,-4984
Y409,01/01/22,-1878
Y409,01/02/22,-2096
Y409,01/03/22,-8120
Y409,01/04/22,-7686
Y409,01/05/22,-7141
Y409,01/06/22,-5514
Y409,01/07/22,-5593
Y409,01/08/22,7593
Y409,01/09/22,8560
Y409,01/10/22,-4134
Y409,01/11/22,6530
Y409,01/12/22,-3447
Y409,01/13/22,6057
Y409,01/14/22,-2523
Y409,01/15/22,-4040
Y409,01/16/22,3474
Y409,01/17/22,-227
Y409,01/18/22,-6661
Y409,01/19/22,9474
Y409,01/20/22,-4011
Y409,01/21/22,1260
Y409,01/22/22,-8247
Y409,01/23/22,-2151
Y409,01/24/22,-8755
Y409,01/25/22,-4022
Y409,01/26/22,2285
Y409,01/27/22,-1209
Y409,01/28/22,-5432
Y409,01/29/22,6520
Y409,01/30/22,-4984
Y409,01/01/23,-1878
Y409,01/02/23,-2096
Y409,01/03/23,-8120
Y409,01/04/23,-7686
Y409,01/05/23,-7141
Y409,01/06/23,-5514
Y409,01/07/23,-5593
Y409,01/08/23,7593
Y409,01/09/23,8560
Y409,01/10/23,-4134
Y409,01/11/23,6530
Y409,01/12/23,-3447
Y409,01/13/23,6057
Y409,01/14/23,-2523
Y409,01/15/23,-4040
Y409,01/16/23,3474
Y409,01/17/23,-227
Y409,01/18/23,-6661
Y409,01/19/23,9474
